;APP_Libelle_etablissement;SIRET;Adresse_2_UA;Code_postal;Libelle_commune;geores;Agrement
22367;GAEC DU BASSET;4,33915E+13;LE BASSET;34610;Castanet-le-Haut;43.688295,2.953815;34055250
22368;KIM'S;3,19427E+13;4 RUE BERNARD PALISSY;75006;Paris 6e  Arrondissement;48.853224,2.332077;
22369;DUMONTET EVELYNE;4,10543E+13;28 RUE RAQUIN;3100;Montluçon;46.346476,2.591647;3185010
22370;GAEC IL ETAIT UNE FERME;7,95046E+13;10 rue du Puits Quéron;79190;Caunay;46.202742,0.081277;
22371;LA FERME DES PATURES;7,99026E+13;ST JEAN LE BLANC;14770;Terres de Druance;48.947269,-0.672085;14357002
22372;LODIAL;4,34048E+13;ZA la tannerie;55170;Ancerville;48.62749,5.011156;55010018
22373;DOMALAIT PRODUCTION;3,91625E+13;RUE DU MANGANESE;77176;Savigny-le-Temple;48.579154,2.592949;77445002
22374;CHANAB FOOD 42;8,47602E+13;1 RUE VICTOR HUGO;42650;Saint-Jean-Bonnefonds;45.446973,4.439227;
22375;PREVOT Grégory;4,87968E+13;COMPLEXE DES BOUCHOLEURS;17340;Fouras;;17483073
22376;FIRMIN;4,92948E+13;PAINS DE TRADITION;24660;Coulounieix-Chamiers;45.17337,0.686333;
22377;GAEC ROUX DE L'ANE VERT;3,2879E+13;L'Ane vert;86230;Sossais;46.844178,0.397134;86265001
22378;MOMO;9,02795E+13;38 RUE DES ROCHES;90200;Auxelles-Haut;47.742167,6.776147;
22379;HOKI SUSHI;7,9377E+13;60, BOULEVARD DE PICPUS;75012;Paris 12e  Arrondissement;48.8446,2.40245;
22380;MINATO 2;7,94247E+13;52 AV GABRIEL PERI;91700;Sainte-Geneviève-des-Bois;48.650608,2.317773;
22381;L'INSOUCIANT;8,87883E+13;6 RUE DE LA MISSION;72000;Le Mans;47.994803,0.20262;
22382;RENAUX MICHEL;3,40954E+13;2 rue en bas;80300;Authuille;50.042706,2.668849;
22383;MAIRIE COMMUNE DE LILLERS;2,16205E+13;AV G DE GAULLE;62190;Lillers;50.55981,2.474806;62516611
22384;BOUCHERIE LES FRERES;8,15051E+13;14 AVENUE DE ROCHEMAURE;26200;Montélimar;44.56125,4.746558;
22385;DIPLOMATE;8,04958E+13;48 AV DU GENERAL MICHEL BIZOT;75012;Paris 12e  Arrondissement;48.834462,2.400743;
22386;GAEC DU CLOS DU MOULIN;3,85238E+13;LE GRETAY;56430;Mauron;48.075422,-2.259666;56127002
22387;INTERMARCHE;4,38094E+13;20 rue François Mitterrand;21120;Is-sur-Tille;47.529122,5.114606;
22388;CHEZ MEL;9,04209E+13;381 RUE DE BORDEAUX;16000;Angoulême;45.644019,0.137248;
22389;Ô POULET CHIC;8,19781E+13;76 RUE DE LA PLANCHETTE;95350;Saint-Brice-sous-Forêt;49.000999,2.349065;
22390;COLLEGE SOPHIE GERMAIN;1,96716E+13;50 RUE DU RIETH;67200;Strasbourg;48.601468,7.718479;67482518
22391;GAEC DE LA LIMONE;3,15399E+13;19 MONTEE DU DORIER;38150;Saint-Romain-de-Surieu;45.389421,4.889738;
22392;PIVOT LUDOVIC;4,80844E+13;21 RUE DE LA REPUBLIQUE;3130;Le Donjon;46.350544,3.793866;
22393;INTERMARCHE;8,14658E+13;BOULEVARD GEORGES BIDAULT;77183;Croissy-Beaubourg;48.828757,2.643558;
22394;SARL VEROT LECOURBE;4,83477E+13;7 RUE LECOURBE;75015;Paris 15e  Arrondissement;48.844726,2.310135;
22395;N.D.R TRAITEUR;8,12824E+13;MONTREUIL SOUS BOIS;93100;Montreuil;48.863074,2.458312;
22396;GAEC DE LA JOUARDIERE;4,34551E+13;LA JOUARDIERE;36600;Vicq-sur-Nahon;47.093794,1.530526;36237002
22397;RAMAJO ET FILS;3,97421E+13;MERLET & SEIGNEBON;32190;Dému;43.749595,0.132193;32115034
22398;LE SAINT CLEMENT;7,93981E+13;LE SAINT CLEMENT;69170;Saint-Clément-sur-Valsonne;45.920791,4.465215;
22399;CREP'EAT;8,42834E+13;ZONE COMMERCIALE DU BUHLFELD;68125;Houssen;48.128552,7.367626;
22400;STAR KEBAB;8,50816E+13;64 ALL PAUL RIQUET;34500;Béziers;43.340103,3.218224;
22401;FROMAGERIE D'EECKE;8,28228E+13;10 RESIDENCE DU VIVIER;59114;Eecke;50.780888,2.600002;59189001
22402;EXCELLENCE MER BZH;9,01047E+13;11 RUE DU POUMPIDOU;34990;Juvignac;43.612189,3.805406;34123001
22403;MCDONALD'S;5,31662E+13;AV DES PYRENEES;66300;Thuir;42.626299,2.752559;
22404;KM EXOTIQUE;8,50618E+13;78 AV DE LA REPUBLIQUE;93300;Aubervilliers;48.908454,2.387165;
22405;YEMMA;8,18367E+13;119 RUE DU CHEMIN VERT;75011;Paris 11e  Arrondissement;48.861783,2.382978;
22406;ASSOCIATION LA FONTAINE;7,76575E+13;PRES D ENFER EST;74210;Faverges-Seythenex;45.708413,6.311307;
22407;GAEC DE FRESNOIS;4,10947E+13;Fresnois;57530;Bazoncourt;49.068835,6.402739;
22408;BOST SEBASTIEN;4,84372E+13;801 CHEMIN DE BREGERE;26400;Eurre;44.764894,4.997418;26125081
22409;HUITRES BRASSEES MER;5,30912E+13;PORT A LA DUC;22240;Fréhel;48.620365,-2.339101;22179012
22410;CAFFE'IN;5,00812E+13;23 RUE DUGOMMIER;75012;Paris 12e  Arrondissement;48.84015,2.391901;
22411;DELICES DE VAUGIRARD;4,95258E+13;373 RUE DE VAUGIRARD;75015;Paris 15e  Arrondissement;48.836326,2.294701;
22412;CAFE ETIENNE;8,34272E+13;14 RUE DE TURBIGO;75001;Paris 1er Arrondissement;48.863685,2.348719;
22413;BAR SNACK MAXIM;5,02414E+13;25 RUE ANATOLE FRANCE;42300;Roanne;46.034574,4.069703;
22414;Madame RAPUZZI SEVERINE;A77321016001;QUARTIER DE L IZONNE;5150;Ribeyret;44.413484,5.554714;
22415;LECAUDEY GILLES;3,38953E+13;HAMEAU DE TEURTEVILLE;14710;Mandeville-en-Bessin;49.299847,-0.881569;14397061
22416;BOUCHERIE 786;8,23802E+13;79 RUE DE PARIS;93380;Pierrefitte-sur-Seine;48.967145,2.3616;
22417;D.M.S;8,22994E+13;1 T RUE MARCEL RISSER;94290;Villeneuve-le-Roi;48.735133,2.419437;
22418;CARRE PLAGE;8,19999E+13;37 AVENUE DE LA COTE REVEE;11370;Leucate;42.905204,3.055771;
22419;CENTRE HOSPITALIER DE FUMEL ELISABETH DESARNAUTS;2,64702E+13;16 Rue Pasteur;47500;Fumel;44.498146,0.966098;47106002
22420;KIOSQUE A PIZZA;8,50747E+13;2 RUE JEAN MOULIN;18400;Saint-Florent-sur-Cher;46.996042,2.252694;
22421;LAITERIE FABRE FRERES SA;3,14625E+13;La Buzatié;81530;Viane;43.727674,2.596726;81314001
22422;LA MAISON BLEUE - LES LOGES EN JOSAS;5,28932E+13;1 Rue des Haies;78350;Les Loges-en-Josas;48.763751,2.143021;
22423;LE P'TIT ZINC;7,94133E+13;3 PL CENTRALE;5100;Briançon;44.896474,6.635222;
22424;SARL LES ELEVEURS DU PAYS D AUGE;4,11608E+13;Impasse du Stade;14130;Le Breuil-en-Auge;49.229921,0.221469;14102001
22425;LES TABLES GRONDINS;9,00858E+13;25 RUE CENTRALE;5100;Briançon;44.895877,6.636515;
22426;EARL LE CAMPAUGE;8,22591E+13;CHEMIN DE SAINT GERMAIN;14290;La Vespière-Friardel;49.030978,0.42669;14740074
22427;CHEZ LE MACH;8,42903E+13;11 RUE PERRIN;39000;Lons-le-Saunier;46.674481,5.554606;
22428;FERME MARINE PAIMPOLAISE;4,09598E+13;Kerarzic Kerity;22500;Paimpol;48.786002,-3.050007;22162005
22429;OGEC NOTRE DAME PONT SAINT ESPRIT;7,75919E+13;134, rue Albert Camus;30130;Pont-Saint-Esprit;44.259009,4.645225;
22430;CHEVRERIE DES INCHERES;8,28836E+13;6 RUE DES GREVES;2160;Bourg-et-Comin;49.396151,3.650153;
22431;DAMES-DIS;9,50022E+13;Rue Marie Lorraine;37700;La Ville-aux-Dames;47.396234,0.784553;
22432;AU COCHON DORE;4,93898E+13;AU COCHON DORE;61500;Boitron;48.552054,0.262237;
22433;ALIX VIRGINIE;7,99617E+13;FOISSE;7510;Sainte-Eulalie;44.83102,4.209286;
22434;MILLET;5,12515E+13;334 AVENUE BERTHELOT;69008;Lyon 8e  Arrondissement;45.736911,4.86748;
22435;L ESCALE, COTE BASSIN, COTE OCEAN;7,88739E+13;2 BELISAIRE;33970;Lège-Cap-Ferret;44.718302,-1.205405;
22436;BONHOMME BERNARD;4,78284E+13;CHEMIN LES MAZETS;34340;Marseillan;43.322889,3.559646;34150615
22437;LE SAULNIER NICOLAS;4,42572E+13;8 RUE SAINT VINCENT;22500;Paimpol;48.778738,-3.045784;
22438;BOUCHERIE DU JOURDIL;8,81331E+13;3 PL DE L ETALE;74960;Annecy;;
22439;LA FERME MAPALOU;8,43738E+13;LA HOUME;32130;Samatan;43.509787,0.976518;
22440;CUISINE AUTHENTIQUE;5,30441E+13;99 route de Pont de Beauvoisin;73520;La Bridoire;45.524755,5.734648;73058005
22441;FRONERI DANGE SAS;4,42838E+13;La Taille du Moulin à vent;86220;Dangé-Saint-Romain;46.925515,0.601325;86092002
22442;SUPERMARCHE LE RHONE;7,91832E+13;17 AV DU RHONE;74000;Annecy;45.899867,6.116338;
22443;LE CONVIVIAL SARL;5,08391E+13;2 RUE CARNOT;90300;Valdoie;47.665894,6.841768;90099023
22444;RESTAURANT TAKSIM;8,00334E+13;1 RUE FOREST;75018;Paris 18e  Arrondissement;48.884872,2.329341;
22445;CHEZ COCO;8,19875E+13;13 PL DU FOIRAIL;48200;Saint-Chély-d'Apcher;44.804196,3.27653;
22446;ESAT ATELIERS SAINT LEONARD OSL;7,79686E+13;3 RUE ARISTIDE BRIAND;69270;Couzon-au-Mont-d'Or;45.852723,4.830635;69068001
22447;LA FERME AUX CERFS ET AUX SANGLIERS;4,99476E+13;LA FERME AUX CERFS ET AUX SANGLIERS;32460;Le Houga;43.781608,-0.203577;32155030
22448;L ENCAS GOURMAND;4,92686E+13;8 rue de l'Equerre;95310;Saint-Ouen-l'Aumône;49.045517,2.134492;95572001
22449;DOCK'S CAFE;5,23371E+13;21 avenue Corentin Cariou;75019;Paris 19e  Arrondissement;48.896756,2.384241;
22450;CHEZ COSKUN ABI;5,0769E+13;12 boulevard Anatole France;90000;Belfort;47.640658,6.841656;
22451;LES OEUFS GENTY;7,52232E+13;LES OEUFS GENTY;2600;Louâtre;;2441001
22452;FUJI TOMY;4,83439E+13;154 BOULEVARD PEREIRE;75017;Paris 17e  Arrondissement;48.883234,2.293538;
22453;EARL HUITRES VERNET;4,45084E+13;ROUTE DE DAIRE;17560;Bourcefranc-le-Chapus;45.850815,-1.141508;17058145
22454;LES VIVIERS DE CARTEAU;4,017E+13;Z.I. du Mazet;13230;Port-Saint-Louis-du-Rhône;;13078008
22455;LA MARMITE ROULANTE;5,05232E+13;Boucherie  4 rue Espanos;32300;Mirande;;
22456;PETITES SOEURS DES PAUVRES;3,40183E+13;12, rue Russeil;44000;Nantes;47.22427,-1.560142;
22457;LE COQ ET LA MULE;8,47797E+13;251 RUE PAUL BERT;69003;Lyon 3e  Arrondissement;45.756789,4.866966;
22458;BOULANGERIE DU CHAMPSAUR / BC;8,12428E+13;BONNETTE;5500;La Fare-en-Champsaur;44.670801,6.075874;
22459;SALAISONS DU LACAUNAIS;7,1642E+13;av des corps Montagne Noire;81230;Lacaune;43.705736,2.687546;81124019
22460;THE POPOTE;8,10485E+13;25 RUE ANNA BIBERT;69170;Tarare;45.896241,4.434276;
22461;SOON GRILL;7,99414E+13;78 RUE DES TOURNELLES;75003;Paris 3e  Arrondissement;48.858063,2.367327;
22462;GUERZIZ AHMED;4,21314E+13;1 PL LAPEROUSE;81000;Albi;43.926233,2.144744;
22463;PRIK THAI;5,29566E+13;4 RUE DE LA TOUR D' AUVERGNE;75009;Paris 9e  Arrondissement;48.878763,2.34559;
22464;SAINT LOUIS PECHE;3,99187E+13;93 AV DE LA VALLEE DES BAUX;13520;Maussane-les-Alpilles;43.720376,4.807976;
22465;ESCALE 58;3,79694E+13;58  RUE DE LONCHAMP;75016;Paris 16e  Arrondissement;48.86512,2.287085;
22466;BOUCHERIE DU LUBERON;8,83645E+13;20 B, Rue basse N° 11 Les bastides neuves;84660;Maubec;43.845555,5.139887;
22467;NARGUISHOP;8,98203E+13;1 RUE CAPLAT;75018;Paris 18e  Arrondissement;48.884348,2.352305;
22468;LES FROMAGERS DE SAINT OMER;3,16394E+13;67 RUE LEONCE LIONNE;62120;Campagne-lès-Wardrecques;50.726942,2.337814;62205003
22469;CHEZ MANOU;8,3371E+13;12 PLACE SERRES;47320;Clairac;44.359726,0.377925;
22470;GAEC SOUBIROU;5,39509E+13;Lanedert;64490;Lescun;42.942961,-0.611555;64336106
22471;L'ATELIER DES MONTS LAGAST;8,38579E+13;PLAISANCE;12120;Cassagnes-Bégonhès;44.168719,2.529871;
22472;SHINE GARDEN;8,07958E+13;23 RUE AUX OURS;75003;Paris 3e  Arrondissement;48.863186,2.351365;
22473;SCEA DE L'ECLUSE;8,42207E+13;1 GRANDE RUE;54370;Bauzemont;48.671471,6.524936;
22474;FORES JEAN;4,78514E+13;Le Barrou mas n°24;34200;Sète;43.408544,3.704143;34301525
22475;AU BON ACCUEIL;8,81676E+13;7 RUE CROZATIER;75012;Paris 12e  Arrondissement;48.84548,2.382576;
22476;LEBON MARIE NOELLE;8,80537E+13;Castanet;24140;Saint-Hilaire-d'Estissac;45.016446,0.533473;
22477;CHEZ DIAN;8,78765E+13;11 BD LAKANAL;82200;Moissac;44.103171,1.08237;
22478;FESTINS DE BOURGOGNE;4,28904E+13;ch de Pougy;89380;Appoigny;47.874351,3.530106;89013004
22479;K LA BRAISE;9,01726E+13;84 RUE DU CANADA;75018;Paris 18e  Arrondissement;48.890319,2.362565;
22480;COLLEGE DANIEL FAUCHER;1,926E+13;PLACE DU CHAMP DE MARS;26270;Loriol-sur-Drôme;44.75236,4.818995;
22481;SL RENARD;3,91084E+13;5 RUE DU RENARD;75004;Paris 4e  Arrondissement;48.857976,2.351553;
22482;COLLEGE DU FENOUILLET;1,983E+13;264 RUE LOUIS MERIC;83260;La Crau;43.148447,6.078823;
22483;OGEC STE ELISABETH KERSA;3,31127E+13;BP 2;22620;Ploubazlanec;48.819771,-3.061474;22210073
22484;AU VIEUX CEDRE;4,38559E+13;187 RUE SAINT JACQUES;75005;Paris 5e  Arrondissement;48.845239,2.342561;
22485;BOUCHERIE MEVLANA;8,81738E+13;82 AV DU 8 MAI 1945;18100;Vierzon;47.231024,2.080727;
22486;LESTRYGON;5,13658E+13;nan;20169;Bonifacio;41.386513,9.183067;
22487;THE BEST TACOS;8,52244E+13;35 CRS DES JUILLIOTTES;94700;Maisons-Alfort;48.803497,2.443664;
22488;SOCIETE COMMERCIALE LIMOUSINE;3,04455E+13;12, Place de la République;87000;Limoges;45.831497,1.259423;
22489;JARDIN DE L'HIMALAYA;5,39491E+13;206 RUE DU FBG SAINT ANTOINE;75012;Paris 12e  Arrondissement;48.849808,2.38569;
22490;LE SOIXANTE DOUZE;8,00664E+13;72 RUE DU CHEVALERET;75013;Paris 13e  Arrondissement;48.830936,2.374758;
22491;ETAPE GOURMANDE;4,30233E+13;La Giraudière;37510;Villandry;47.330066,0.515171;
22492;ALOHA;8,97404E+13;3 RUE PREVOTE;1000;Bourg-en-Bresse;46.205182,5.228305;
22493;BELLANGER ANTOINE;8,50895E+13;Chemin du Breuil;49140;La Chapelle-Saint-Laud;47.611642,-0.32241;
22494;L AUBERGE DU MARAIS;4,42523E+13;22 RTE DE LATRESNE;33270;Bouliac;44.814555,-0.508159;
22495;CHRS LA CORDEE;5,19852E+13;45 BD DU FIER;74000;Annecy;45.918508,6.117553;
22496;FROMAGERIE DES 2 CAPS;8,22355E+13;11 RUE CALMETTE;62720;Rety;50.79271,1.79382;62705149
22497;SCEA COLLINE DES PIES;5,24279E+13;5 VOIE ROMAINE;57990;Nousseviller-Saint-Nabor;49.124179,6.969911;
22498;L'ETOILE DU CHEVAL NOIR;4,12695E+13;nan;73130;Saint François Longchamp;45.393425,6.321594;73235013
22499;LES AMIS DES MESSINA;4,28902E+13;204, RUE DU FBG SAINT ANTOINE;75012;Paris 12e  Arrondissement;48.84983,2.385513;
22500;CENTRE DISTRIBUTEUR E. LECLERC;4,91729E+13;RTE DE DIJON HOUTAUD;25300;Houtaud;;
22501;LA MIE CALINE;5,1898E+13;1 B RUE RENE CASSIN;1000;Bourg-en-Bresse;46.206585,5.226425;
22502;DOMAINE DE SYLVEREAL;4,43179E+13;Montcalm;30600;Vauvert;43.572347,4.313998;
22503;LYCEE POLYVALENT ETIENNE-JULES MAREY;1,99202E+13;154, rue de Silly;92100;Boulogne-Billancourt;48.832234,2.233888;
22504;PASTA & PIZZA;5,08311E+13;5 RUE MANSART;75009;Paris 9e  Arrondissement;48.882093,2.333197;
22505;SUSHI ANATA;8,78305E+13;59 RUE CUSTINE;75018;Paris 18e  Arrondissement;48.889621,2.343184;
22506;LA HOULE;8,29174E+13;103 AVENUE DE LA CORNICHE;85270;Saint-Hilaire-de-Riez;46.69955,-1.972687;
22507;L'HERMENAULTAISE;4,48536E+13;57 GRANDE RUE;85570;L'Hermenault;46.517436,-0.900926;
22508;ORGAN GESTION INSTIT NOTRE DAME ST CROIX;4,0175E+13;44 BD VICTOR HUGO;92200;Neuilly-sur-Seine;48.88849,2.27789;
22509;IL CAPPUCCINO;8,78444E+13;PL CENTRALE;5100;Briançon;44.896515,6.635478;
22510;BOUCHERIE PARISIENNE;8,43623E+13;163, Grande Rue;63260;Aigueperse;46.024248,3.204057;
22511;SIDO GLOBAL SERVICES;8,89318E+13;29 RUE DAUPHINE;75006;Paris 6e  Arrondissement;48.85497,2.339636;
22512;BOUCHERIE BRAVO;8,53689E+13;315 RTE DE LA VALLEE;69380;Chessy;45.887238,4.624294;
22513;LOCORICO;8,84109E+13;21 RUE MICOLON;94140;Alfortville;48.805073,2.414007;
22514;FEDERICO ANTHONY;8,79498E+13;14 RUE GUY DE MAUPASSANT;14680;Fresney-le-Puceux;49.066471,-0.331063;14488124
22515;GAEC LA COMBE DE BORDERAN;4,53196E+13;4330 route du Col des Aravis;74220;La Clusaz;45.877762,6.447627;74080084
22516;LES COQUILLES DE MR GASTER;8,1E+13;5 RUE DE CHASSEY;70230;Thieffrans;47.501023,6.317989;
22517;ASS VILLARS ACCUEIL;7,7904E+13;22, rue de Villars;3000;Moulins;46.560591,3.335028;
22518;SUD MAREE;3,81383E+13;ROUTE DE SANTA MANZA;20169;Bonifacio;41.407051,9.214032;2A041013
22519;VITAME PRODUCTION;4,79038E+13;2, rue Marie curie;31520;Ramonville-Saint-Agne;43.551091,1.48661;31446062
22520;L'OEUF GASCON;3,94031E+13;L'OEUF GASCON;47160;Damazan;44.329879,0.217361;47078028
22521;NEM VIET FOOD;8,84258E+13;1845 RTE DE BERRE;13090;Aix-en-Provence;43.53442,5.393146;
22522;ETABLISSEMENTS BEUCHER;3,28788E+13;ZA DU ROCOMPS;35410;Châteaugiron;48.047254,-1.459635;35069001
22523;LA PIAZZA;4,39458E+13;28 RUE HERMEL;75018;Paris 18e  Arrondissement;48.892224,2.345;
22524;LA PECHERIE BLAINVILLAISE;8,04381E+13;ZONE CONCHYLICOLE DU MARAIS;50560;Blainville-sur-Mer;49.07833,-1.600452;50003133
22525;LA FERME DU TERRASSON;8,08098E+13;LA FERME DU TERRASSON;4380;Barras;44.105058,6.11377;4021083
22526;FUXIA - FUXIA L'EPICERIE;5,00542E+13;3 RUE DE LA RESISTANCE;94320;Thiais;48.757783,2.387897;
22527;LU CAJHUA;4,33316E+13;4 Av DE LA PORTE DE MONTMARTRE;75018;Paris 18e  Arrondissement;48.898165,2.337383;
22528;BOUCHERIE BOUGUERRA;8,94416E+13;4 RUE DES TROIS FRERES;42400;Saint-Chamond;45.474075,4.508909;
22529;LA CONFIDENTE;4,87961E+13;125 AVENUE GAMBETTA;75020;Paris 20e  Arrondissement;48.868125,2.401101;
22530;GENTIL LUDOVIC;4,91677E+13;POINTE DE LA FUMEE;17450;Fouras;46.002481,-1.118722;17168031
22531;EPIQUE;8,51416E+13;56 BD JEAN BOURRAT;66000;Perpignan;42.699167,2.903729;
22532;LE NETTER;8,34128E+13;82 COURS DE VINCENNES;75012;Paris 12e  Arrondissement;48.847064,2.406483;
22533;MAS EXOTIQUE;8,03559E+13;112 BD CHARLES DE GAULLE;93380;Pierrefitte-sur-Seine;48.965059,2.370787;
22534;TOMBAPIC;8,89818E+13;44 RUE LEPIC;75018;Paris 18e  Arrondissement;48.886156,2.334445;
22535;VIDALOCA;8,19324E+13;30 RUE VAUVENARGUES;13100;Aix-en-Provence;43.529548,5.448301;
22536;DELACLOYE CORINNE;4,48662E+13;35, RUE DE LA FERTÉ;80230;Saint-Valery-sur-Somme;50.18552,1.642297;
22537;DOUAISIENNE D ABATTAGE;4,28873E+13;653 Rue Emile Basly;59500;Douai;50.389814,3.093157;59178001
22538;ROSA;3,99796E+13;14 RUE DE MENILMONTANT;75020;Paris 20e  Arrondissement;48.867313,2.384438;
22539;TROMBINI MATHIEU;8,23914E+13;APP 2 IMPASSE DES MARINAS UR;97320;Saint-Laurent-du-Maroni;5.506724,-54.024187;
22540;L'AUTHENTIQUE;8,30524E+13;23 AVENUE DU PONT DE JUILLET;24500;Eymet;44.670948,0.39941;24167013
22541;GAEC DES FAURIES;3,2156E+13;nan;5230;La Bâtie-Neuve;44.569454,6.204772;
22542;SOLICOOK;8,7777E+13;14 RUE FRANCOIS WITTERSBACH;68300;Saint-Louis;47.59955,7.548346;68297001
22543;VINGAT EMMANUELLE;8,33843E+13;789 AVENUE DE TOULOUSE;82600;Verdun-sur-Garonne;43.845819,1.238783;
22544;PIZZERIA MAXIMINA;3,45262E+13;60  AVENUE DU HUIT MAI 1945;93350;Le Blanc-Mesnil;;
22545;LES SAVEURS DU HALAL;5,2268E+13;57 COURS LAFAYETTE;83000;Toulon;43.122137,5.93481;
22546;MARINA SEA FOOD;3,0243E+13;71 AV GEORGES POLITZER;78190;Trappes;48.763565,1.978783;
22547;ADAM CLAUDE;3,79117E+13;12 LE HAUT DE LA COTE;88240;La Chapelle-aux-Bois;48.012477,6.342915;
22548;ALPOEUF;3,17082E+13;Pont Sarrazin;5000;La Rochette;44.57724,6.123715;5124001
22549;CUMA LA FORGERONNE;5,21077E+13;RUE DU PRE DU PUITS;88501;Mirecourt;48.289271,6.128291;88178020
22550;LA FROMAGERIE;7,12047E+13;51 RUE DE TOLBIAC;75013;Paris 13e  Arrondissement;48.827526,2.371011;
22551;LECOUILLARD YANN;3,88714E+13;rue de la Mielle;50560;Gouville sur Mer;49.102111,-1.603793;50215141
22552;MADEAU;8,84975E+13;14 PL CARNOT;72400;La Ferté-Bernard;48.185345,0.654684;
22553;LE REFUGE DES MOINES;4,81925E+13;85 RUE DES MOINES;75017;Paris 17e  Arrondissement;48.89172,2.321878;
22554;SAYSSET JEAN;4,05082E+13;Ganigal;81120;Poulan-Pouzols;43.853144,2.083646;
22555;CANTINE SCOLAIRE;3,22847E+13;65, rue du dr Boutin;44190;Clisson;47.095109,-1.28143;44043022
22556;EARL FERME DU METZ;4,98945E+13;26 RUE DU CHAT;60190;Bailleul-le-Soc;49.418964,2.574185;
22557;CORVETTO DISTRIBUTION;4,92277E+13;1 RUE CORVETTO;75008;Paris 8e  Arrondissement;48.877136,2.314776;
22558;LE COMPOSITEUR;8,47993E+13;42 BD PEREIRE;75017;Paris 17e  Arrondissement;48.887813,2.305984;
22559;TAOKAN;7,5026E+13;8 RUE DU SABOT;75006;Paris 6e  Arrondissement;48.852664,2.331466;
22560;BRECHON CHRISTOPHE;4,09842E+13;4 bis, rue d'Inkermann;94100;Saint-Maur-des-Fossés;48.796901,2.486341;
22561;PETIT PATRICIA;8,81883E+13;LD LES DEZARDS;3220;Châtelperron;46.410238,3.646968;
22562;ARMEMENT L'HARTENA;5,37749E+13;24 AVENUE DU GENERAL DE GAULLE;14520;Port-en-Bessin-Huppain;49.344092,-0.752619;14515119
22563;L'ESSENTIEL;8,81255E+13;61 RUE LEPIC;75018;Paris 18e  Arrondissement;48.887773,2.334522;
22564;"HOTEL DE LA GAITE ""ZONE PETIT-DEJEUNER""";3,8198E+13;7 RUE VANDAMME;75014;Paris 14e  Arrondissement;48.839507,2.322882;
22565;BARAKA - FLORA;4,80926E+13;35 ROUTE D OMAHA BEACH;14520;Aure sur Mer;49.348888,-0.815137;14515307
22566;ASIE EXPRESS;8,27625E+13;285 RUE SAINT JACQUES;75005;Paris 5e  Arrondissement;48.840198,2.340628;
22567;POISSY STEPHANE;3,29012E+13;LA VILATE;11220;Mayronnes;43.056239,2.525261;
22568;GAEC LEGROS;3,39175E+13;LES VERGNES;23200;Saint-Avit-de-Tardes;45.915978,2.308585;
22569;NIKO;8,99224E+13;21 RUE BROCHANT;75017;Paris 17e  Arrondissement;48.889108,2.318009;
22570;HOUDAYER DAMIEN;4,53021E+13;Les Grands Viviers;72220;Laigné-en-Belin;47.864386,0.241527;72155513
22571;CAFE DES SPORTS;4,52745E+13;111 BOULEVARD DAVOUT;75020;Paris 20e  Arrondissement;48.855848,2.410037;
22572;NOURA OPERA;3,10309E+13;29 BOULEVARD DES ITALIENS;75002;Paris 2e  Arrondissement;48.870953,2.335083;
22573;DEBY;8,79386E+13;19 RUE GUSTAVE COURBET;75116;Paris 16e  Arrondissement;;
22574;L'BUFALA FERME;8,83658E+13;LD AU BOUTET;32100;Caussens;;
22575;GAEC LE GEANT;4,51744E+13;Alpage Les Combes;74360;Abondance;46.265243,6.838486;74058072
22576;BLOSSOM BURGERS AND BEERS;8,89216E+13;26 RUE DE CHABROL;75010;Paris 10e  Arrondissement;48.876921,2.353162;
22577;M.L.V. SARL;4,32882E+13;12 Quai des Docks;6300;Nice;43.696075,7.285969;
22578;VIANESI;7,94489E+13;36 ROUTE DEPARTEMENTALE 306;69720;Saint-Bonnet-de-Mure;45.695563,5.021292;
22579;LES FROMAGES DE CHEVRE DE MINA COCO;4,81619E+13;1 LA GRANDE BOURDE;37800;Sainte-Catherine-de-Fierbois;47.155417,0.70547;
22580;HABHAB;8,00302E+13;5 RUE JULIEN LACROIX;75020;Paris 20e  Arrondissement;48.868166,2.386349;
22581;POUSSY MIAM;4,01163E+13;18 RUE JACQUES REATTU;13009;Marseille 9e  Arrondissement;43.24024,5.400227;13209322
22582;O'BLUE;8,99545E+13;56 Avenue du Général BOUVET;83980;Le Lavandou;43.133676,6.365565;
22583;ADAM;5,04787E+13;ADAM;33130;Bègles;44.802072,-0.551312;
22584;ABATTOIR VEGETAL;8,23227E+13;61 RUE RAMEY;75018;Paris 18e  Arrondissement;48.890536,2.345394;
22585;PACHAS RESTAURANT;4,81247E+13;4 bis, RUE  DES ECOLES;75005;Paris 5e  Arrondissement;48.847774,2.352114;
22586;COSTE ANAIS;7,99978E+13;530 QUARTIER LASSAGNE;26560;Villefranche-le-Château;44.220588,5.533337;
22587;SARL VERONIQUE;8,7966E+13;2 RUE DE LA FERRONNERIE;75001;Paris 1er Arrondissement;48.860261,2.348053;
22588;MARCILLAT LOULANS;4,10281E+13;nan;70230;Loulans-Verchamp;47.44024,6.207669;70309001
22589;MOMA SUSHI;8,32355E+13;1 RUE HENRI FABRE;84000;Avignon;43.945074,4.806233;
22590;LA CREPERIE DE BELLEVILLE;8,80905E+13;29 RUE DE BELLEVILLE;75019;Paris 19e  Arrondissement;48.872891,2.379326;
